Reviews,First Name,Last Name,Avg Difficulty,Avg Rating,Department,Comment,Difficulty Rating,Grade,Clarity Rating,Rating Tags
7208,Karl,Schaefer,3,5,Mathematics,One of the best Profs I've ever had. Very concise and understandable. Also just a genuinely great person. Cares about students.,3,A-,5,Amazing lectures --Caring--Respected
7209,Karl,Schaefer,3,5,Mathematics,"AMAZING professor. Lectures are so understandable, he excels at explaining concepts. Taking AP calc AB in high school did help at first but we quickly learned past AB content. Doing well on exams is extremely doable with the amount of practice available (all the past exams). You see patterns in the test questions.",3,A+,5,Amazing lectures --Inspirational--Respected
7210,Karl,Schaefer,3,5,Mathematics,Prof Schaefer is seriously the greatest! Everyone comes to his sections regardless of what class they are actually enrolled in. He is by far the best prof I have ever had and I am sure he has contributed to many people taking a math major/minor. Makes content understandable and enjoyable. Even if you don't like math go sit in a few of his classes!,3,A,5,Amazing lectures --Inspirational--Accessible outside class
7211,Karl,Schaefer,3,5,Mathematics,He is seriously the nicest prof ever! He was so helpful to me in office hours. He really cares about his students. People used to sit on the floor of his full lectures because he was so good. He is so funny and ask him about his cat!,2,A,5,Gives good feedback--Hilarious--Accessible outside class
7212,Karl,Schaefer,3,5,Mathematics,Mr. Schaefer is of no doubt one of the most amazing math teachers I have ever had. He did such a wonderful job explaining concepts and preparing students for exams. The exams were very fair as long as you study and pay attention in class. His sense of humor also made the classes very easy to get through.,3,A,5,Amazing lectures --Caring--Accessible outside class
7213,Karl,Schaefer,3,5,Mathematics,"great teacher, caring, approachable, and overall the BEST professor I have ever had.",3,A-,5,Inspirational--Caring--Accessible outside class
7214,Karl,Schaefer,3,5,Mathematics,"He is very clear, patient and kind. Overall, he teaches very well.",1,,5,
7215,Karl,Schaefer,3,5,Mathematics,"Schaefer cares so much about his students, and it really shows. He does so much to help students and responds  quick to questions via Piazza. But I felt that math 132 wasn't really meant for students who haven't taken BC calc or WashU calc 1. I took AB in high school, and did fine for the most part, but REALLY struggled when it came to midterm 3.",5,B+,5,Caring--Test heavy--Accessible outside class
7216,Karl,Schaefer,3,5,Mathematics,"Professor Schaefer is the best teacher I have ever had. His lecture style effectively conveys information without being dry, as he consistently interacts with students and keeps the mood light. He is incredibly kind and giving with his time outside class, and spent an entire day on piazza before the exam giving exhaustive help. A true king.",4,Not sure yet,5,Clear grading criteria--Caring--Accessible outside class
7217,Karl,Schaefer,3,5,Mathematics,Schaefer's class is a must-take,2,A+,5,Amazing lectures --Hilarious--Respected
7218,Karl,Schaefer,3,5,Mathematics,"This may be a hot take, but although he is a nice person, he is not a good teacher. I don't feel like I learn from his lectures and learned more from outside resources or attending the other section. He goes over very simple problems that don't prepare you for the homework. ",4,,2,
7219,Karl,Schaefer,3,5,Mathematics,Dr. Schaefer is the best professor I've ever had. He is an incredible teacher and an incredible human being. He really cares about his students. He is willing to do anything to help his students succeed. ,4,B+,5,Amazing lectures --Inspirational--Caring
7220,Karl,Schaefer,3,5,Mathematics,There is no better professor at Washu than Schaefer truly passionate about what he teaches and clearly explains the topics. You emailed him almost anytime of day and he'll almost instantly respond. He also goes above during office hours staying an extra hour multiple times just to answer questions. ,2,A-,5,Hilarious--Caring--Accessible outside class
7221,Karl,Schaefer,3,5,Mathematics,Made calc easy to understand and had very energetic lectures. Tried to include students in lecture as mush as possible by asking questions (both fun and material related),2,B,5,Amazing lectures --Caring--Lecture heavy
7222,Karl,Schaefer,3,5,Mathematics,Professor Schaefer is seriously an amazing teacher. You can truly tell he cares about his students and is great at relaying the content. He makes lectures interesting and is obviously passionate about math. I seriously recommend taking him!!!,3,A,5,Amazing lectures --Hilarious--Caring
7223,Karl,Schaefer,3,5,Mathematics,"Schaefer is an incredibly effective and fun lecturer. His engagement with his students is unparalleled from what I have seen, and he has a great talent for de-mystifying mathematics for people of all backgrounds and abilities. Homework is very reasonable and engaging with subsections and practice exams will practically guarantee you a good grade.",1,A+,5,Amazing lectures --Inspirational--Respected
7224,Karl,Schaefer,3,5,Mathematics,"The reviews speak for themselves. Although he's great at lecturing and explaining difficult topics better than any prof/teacher I've ever had, the most important thing about Schaefer is that he cares about all of his students. For such a huge course (200+ students), he'll happily meet 1:1, respond to emails/piazza within the hour, etc. ",3,Not sure yet,5,Amazing lectures --Caring--Accessible outside class
7225,Karl,Schaefer,3,5,Mathematics,No one was ever able to explain p-series like Schaefer does. 1 hour lectures feel like 10 minutes. Schaefer and Johnson probably best math professors I've ever come across. P.S. Hi Schaefer's Mom! Your son is so good at lecturing it's crazy :),2,A-,5,Amazing lectures --Inspirational--Respected
7226,Karl,Schaefer,3,5,Mathematics,Professor Schaefer is AMAZING. 'Nuff said.,3,A,5,
7227,Karl,Schaefer,3,5,Mathematics,"Schaefer is clearly the best Calc 2 professor, it isn't really close. Hes an amazing guy and cares about his students, even if there are more than 100 students in each of his classes. Tests are reasonable based on the lectures, the only thing I find a little unreasonable is the Webwork.",3,A-,5,Caring--Lecture heavy--Test heavy
7228,Karl,Schaefer,3,5,Mathematics,"Such a sweet human, very obvious that he cares about his students and listens to feedback. 100% would recommend",3,A-,5,Hilarious--Caring--Respected
7229,Karl,Schaefer,3,5,Mathematics,"Karl Schaefer is one of the best teachers I've ever had. He's great at explaining the material, and he's such a likable guy even if you don't like the class itself. I felt compelled to write this review just so he knows that non-math majors appreciate him more than he can imagine. ",3,Not sure yet,5,Amazing lectures --Hilarious--Caring
7230,Karl,Schaefer,3,5,Mathematics,Professor Schafer is genuinely the best lecturer I have had. He is so interactive and makes lecture extremely fun to attend. He is so funny and class is so chill but at the same time I have learned so much from him. He makes the information extremely digestible. I always look forward to attending his class and have literally never missed it once. ,3,A,5,Amazing lectures --Inspirational--Hilarious
7231,Karl,Schaefer,3,5,Mathematics,Great professor. Professor Schaefer genuinely cares about his students and is willing to stay/meet with you for extra help. His lectures are also very clear. Would recommend any classes with him. ,3,Rather not say,5,Amazing lectures --Caring--Respected
7232,Karl,Schaefer,3,5,Mathematics,The absolute best and the reason I'm a math major now!,2,A,5,EXTRA CREDIT--Gives good feedback--Caring
7233,Karl,Schaefer,3,5,Mathematics,"I am just adding to the already positive reviews, but seriously Schaefer is an amazing professor. He clearly exemplifies what it means to be a professor. He is always upbeat, engaging with his students, and is absolutely stellar at explaining concepts in class and on Piazza where he will answer questions quickly. Practice exams reflect real exams.",3,A,5,Inspirational--Caring--Graded by few things
7234,Karl,Schaefer,3,5,Mathematics,"One of the best professors, he understands his students very well and is cares about each one individually.",2,A,5,Amazing lectures --Caring--Accessible outside class
7235,Karl,Schaefer,3,5,Mathematics,"Best professor I have had the pleasure of working with yet. He is not only a wonderful person, but truly cares for and respects every student that he has and genuinely wants to help everyone succeed. Explanations in lecture were fantastic and he was always accessible outside of lecture or on piazza to answer questions. ",3,A,5,Clear grading criteria--Gives good feedback--Accessible outside class
7236,Karl,Schaefer,3,5,Mathematics,"Schaefer is probably one of the best professors at WashU. They reply to piazza post with thorough, helpful explanations. In lecture, they review old concepts to make learning new things easier. Pace of class is perfect. Schaefer's lectures are so clear and articulate that you can figure out even abstract problems. Practice exams are like real ones.",2,A,5,Amazing lectures --Caring--Online Savvy
7237,Karl,Schaefer,3,5,Mathematics,"one of the best professors out of any STEM course I've taken so far; engaging and easy to follow lectures; Schaefer's lectures have great pace, often pausing to let us absorb the information; very active on the Piazza; provides extremely helpful practice exams that basically mimic the real ones; 1000% recommend",2,A,5,Amazing lectures 
7238,Karl,Schaefer,3,5,Mathematics,"Karl's great with Calc 2, where he was able to give very very good lectures. But Calc 3 is a little bit of a hustle, as sometimes we struggle to get everything covered and end up only with one example given, which makes the prcoess a little more challenging. Definitely look out for online instructions and stuff like that for 233.",1,A,4,Hilarious--Caring--Test heavy
7239,Karl,Schaefer,3,5,Mathematics,he coo,2,A,5,
7240,Karl,Schaefer,3,5,Mathematics,Professor Schaefer is really good at what he does; some professors teach without understanding that they were once in our shoes but Schaefer is patient and answers all questions. He makes hard concepts easy to understand and you can tell he really loves doing what he does! He is also funny and makes lectures enjoyable. ,3,,5,Amazing lectures --Inspirational--Caring
7241,Karl,Schaefer,3,5,Mathematics,"Professor Schaefer is probably the best professor I've ever had. He explains topics very well, has a great sense of humor, and is willing to put in extra time to help students understand the material. His class is a large reason why I have an interest in taking more math classes and possibly even pursuing a minor. I would take his class 100 times  ",3,A+,5,Inspirational--Hilarious--Caring
7242,Karl,Schaefer,3,5,Mathematics,"A pure legend. Probably the most legendary Professor I've had in college. A hilarious, brilliant teacher, who is extremely considerate and thoughtful, who ensures everyone understands and is super duper conceptual. A great teacher, and a great person!",2,A,5,Inspirational--Hilarious--Caring
7243,Karl,Schaefer,3,5,Mathematics,"Prof Schaefer is the goat, best Calc 2 prof at washu. Great lectures and very caring prof. Webwork is fairly chill and exams are not outrageously hard.",3,A,5,Accessible outside class--Caring
7244,Karl,Schaefer,3,5,Mathematics,Professor Schaefer is simply a legend. Brilliant and rngaging lectures plus he always adds a little bit of levity to the class and is all around a little bundle of joy. Will continue to take classes with him.,3,A+,5,Gives good feedback--Accessible outside class--Amazing lectures
7245,Karl,Schaefer,3,5,Mathematics,"Schaefer was a fun calc teacher -- engaging in class and does a good job explaining concepts. I watched his recorded lectures so I could slow things down, which was fine because participation/attendance isn't necessary. Homework was manageable with unlimited attempts and quizzes were straightforward. Exams were fine but the final was hard.",4,B+,5,Respected--Hilarious--Caring
7246,Karl,Schaefer,3,5,Mathematics,"Charismatic and fun, so lectures are always interesting. Goes the extra mile to make sure all student questions are answered, especially staying a few hours late in office hours.",3,A,5,Accessible outside class--Skip class? You won't pass.--Amazing lectures
7247,Karl,Schaefer,3,5,Mathematics,"amazing professor. never thought math was my thing, but he honestly made me love calculus so much that i plan to become a peer leader to tutor others.",3,A,5,Lots of homework--Accessible outside class--Amazing lectures
7248,Karl,Schaefer,3,5,Mathematics,"Dr. Schaefer is special. He goes out of his way to help his students understand concepts, is very accessible outside of class, gives amazing lectures that are easy to follow and take notes on, and has a genuine passion for math. A good math professor makes all the difference in a math class. If you can, take a class with Dr. Schaefer.",4,A+,5,Accessible outside class--Amazing lectures--Caring
7249,Karl,Schaefer,3,5,Mathematics,"great professor. fast paced, but also easily accessible for questions",4,A,5,Gives good feedback--Respected--Lots of homework
7250,Karl,Schaefer,3,5,Mathematics,"Prof. Schaefer is INCREDIBLE. He made me smile every day and made every class engaging &amp; enjoyable. The way he teaches concepts makes them very easy to understand, and hes quick to respond on piazza when students need help. He genuinely gets joy out of teaching math, and it shows. He really cares about students, and hes great to talk to. 100/10.",3,A+,5,Accessible outside class--Amazing lectures--Caring
7251,Karl,Schaefer,3,5,Mathematics,"This man is one of a kind, especially in the math world. I have never had a more incredible math teacher than him. He explains difficult concepts very clearly and cares deeply about his students. If you are taking calc 2, definitely take his section or else you'll be confused.",3,A,5,Accessible outside class--Skip class? You won't pass.--Caring
7252,Karl,Schaefer,3,5,Mathematics,Schaefer was an amazing professor. He explained concepts amazingly and you can tell he cares about his students. He does so much for the math department and gives good material to study from.,3,A,5,Accessible outside class--Clear grading criteria--Amazing lectures
7253,Karl,Schaefer,3,5,Mathematics,"I would highly recommend taking calculus with Dr. Schaefer. His lectures are dynamic and clear, he is super responsive to students (responds to Piazza posts almost every day), and obviously really cares about the wellbeing of his students. While the transition to college math wasn't super easy, I really enjoyed taking calc 2 with Schaefer.",3,Not sure yet,5,Respected--Accessible outside class--Clear grading criteria
7254,Karl,Schaefer,3,5,Mathematics,"Professor Schaefer is a great teacher. He really understands the material and presents it in a pretty easy way to understand. The homework makes up for a fair portion of the grade so the grades aren't solely based on exams. Overall, great class and he is very inclusive and cares about his students.",3,Not sure yet,5,Clear grading criteria--Amazing lectures
7255,Karl,Schaefer,3,5,Mathematics,Genuinely a great math professor who cares about the success of his students. Easy to follow along with and is always willing to answer questions,2,Not sure yet,5,Gives good feedback--Accessible outside class--Clear grading criteria
7256,Karl,Schaefer,3,5,Mathematics,I found this class difficult but Professor Schaefer's lectures were great. Lots of examples to refer back to.,3,,4,
7257,Karl,Schaefer,3,5,Mathematics,"I know people that watch all of Schaefer's lectures on top of going to their Calc II professor's class because he is so great at teaching. On top of that he is just a great guy. He also cares a lot about his students and is VERY receptive to feedback. He goes above and beyond to make the class enjoyable. Couldn't recommend more, 10/10!",3,A,5,Participation matters--Amazing lectures--Caring
7258,Karl,Schaefer,3,5,Mathematics,"An amazing person and professor. Although Calc II is by no means an easy class lectures are well planned, well-paced, run smoothly and prepare you for the homework and quizzes. Professor Schaefer seems to get the perfect balance of time for questions, lecture, and the time seems to really fly by. It is clear that he cares and wants you to succeed.",4,Not sure yet,5,Clear grading criteria--Amazing lectures--Caring
7259,Karl,Schaefer,3,5,Mathematics,Best math professor I've had so far.,2,,5,Gives good feedback--Amazing lectures
7260,Karl,Schaefer,3,5,Mathematics,"I love this man. He taught this course hybrid during covid, allowing students to come in. He really made a difference, easily the best course I took the semester. Very good lecturer, I can tell he really cares. If his ratings are low it is because the class is hard, not because he is a bad teacher - he is far from that.",3,A+,5,Respected--Amazing lectures--Caring
7261,Karl,Schaefer,3,5,Mathematics,"Despite his poor handwriting, I thought Prof. Schaefer explained concepts pretty well, or at least well enough for me to understand them for the quizzes. Quizzes every week can be annoying but ensures you are cumulatively understanding the information. He is very accessible and willing to help, and the workload overall is pretty standard.",3,A,4,Accessible outside class--Test heavy--Lecture heavy
7262,Karl,Schaefer,3,5,Mathematics,"I also had him for 233. He is a completely reasonable and intelligent professor, and I thought he did a perfect job explaining concepts and performing examples via online lectures. His explanations of calculus concepts were the clearest I've seen any professor give. Quizzes are not easy, but 100% manageable, and I had option to drop lowest 2 or 3",2,A,5,Respected--Caring
7263,Karl,Schaefer,3,5,Mathematics,"The hate for Schaefer isn't warranted especially if you take his classes in person. You can really tell that he cares about his students and makes an effort to answer any and all questions in class (and gives comprehensive and thorough answers on Piazza). Very good, likable guy. Exams aren't too bad but sometimes are a bit conceptual. Good lectures",3,A,4,Accessible outside class--Clear grading criteria--Caring
7264,Karl,Schaefer,3,5,Mathematics,"Really nice guy. Good lectures, bad handwriting",3,A,5,Graded by few things--Lecture heavy--Caring
7265,Karl,Schaefer,3,5,Mathematics,"I took him remotely, so take this as you will. I am not a big math person, but his lectures were interesting and thorough to make me understand concepts I had not previously. The hw is not too bad, but the quizzes/tests will be difficult, so make sure you attend your discussion sections, as often the quizzes will be based more on those than the hw.",4,A-,5,Test heavy--Amazing lectures--Lecture heavy
7266,Karl,Schaefer,3,5,Mathematics,"It's a lot of work. I don't know if COVID played a major role in my opinion on this class but I think Prof Schaefer could've done a better job of finishing examples in lectures, providing HW that at least resembled what we were being quizzed on, providing any practice quizzes, &amp; giving reasonable length quizzes. Some of the quizzes averaged  55%.",4,A,2,Lecture heavy
7267,Karl,Schaefer,3,5,Mathematics,"This is a hard teacher. I personally liked him. Many people did not. He taught the concepts okay but I think he cared about the students. The quizzes are HARD. However, read the syllabus and you will see that the class grading scale gives leniency. You really need to do textbook problems, pay very good attention in class, and work super hard",4,A,3,
7268,Karl,Schaefer,3,5,Mathematics,"Professor Shaefer is a really great guy. Although this class was definitely the hardest class I took this semester, I think he did a good job teaching considering the pandemic. The best part about Professor Shaefer is the amount of genuine care he has for his students. He is incredibly accessible by email and writes really kind &amp; lengthy responses",5,A,4,
7269,Karl,Schaefer,3,5,Mathematics,"Professor Schaefer is an amazing prof! I don't always enjoy math, but his lectures were consistently interesting and informative. There was usually some stuff that I didn't get on the first pass - I think he could've gone a little slower - but I was always able to get help in office hours. Quizzes and the Midterm were hard but fair. Study lots!",4,,5,Accessible outside class--Amazing lectures--Caring
7270,Karl,Schaefer,3,5,Mathematics,"I feel like it's tough to give an accurate rating for prof shaefer. On the one hand, he's super nice and gives very in-depth help if you're looking for it. On the other hand, his lectures aren't great (I imagine that pre-covid lectures would have been better). and his quizzes are really hard.",5,,3,
7271,Karl,Schaefer,3,5,Mathematics,"Prof Shaefer is a nice guy but not a great teacher. He acts like we are supposed to know the material before we've even learned it. The pace of the course is way too fast and he does not prepare you for the homework, assignments, and quizzes.",5,,1,Lots of homework--Test heavy
7272,Keith,Schnakenberg,2,3.3,Political Science,"Exams based on lectures, easy grader on papers. ALSO, the BEST Twitter!! Go check it out, you won't regret it. Keith is hilarious.",2,A+,4,Lecture heavy
7273,Keith,Schnakenberg,2,3.3,Political Science,"Game theory is a pretty dry subject, and Keith did an okay job at making it interesting. There is limited relation to political science. The class' material is not easy, but there are substantial curves on the three exams. There are weekly problem sets, which are sometimes difficult, but Keith helps a lot at office hours.",2,,3,Accessible outside class--Test heavy--Lecture heavy
7274,Keith,Schnakenberg,2,3.3,Political Science,"He can be a boring lecturer, but he is intelligent and easy to talk to. The material is not hard, but make sure you do the article readings before class. The textbook isn't very necessary. You will do non-graded, small-group work almost daily. The tests and the paper are easy, but don't start researching for the paper a week before it's due.",2,A,3,GRADED BY FEW THINGS--GROUP PROJECTS
7275,Rebecca,Sears,3.2,3.5,Biology,Nice.,3,,5,
7276,Rebecca,Sears,3.2,3.5,Biology,Best prof I've ever had! Very fair and extremely helpful.,3,,5,
7277,Rebecca,Sears,3.2,3.5,Biology,"Seems like she picks favorites, if your not on her side you'll be able to tell by the grades on handed in assignments.",4,,2,
7278,Rebecca,Sears,3.2,3.5,Biology,hard to pay attention in class. teacher picks favorites and it's easy to tell who they are,4,,2,
7279,Rebecca,Sears,3.2,3.5,Biology,"Good teacher, nice, easy to understand.",2,,5,
7280,Henry,Schvey,2.5,4.2,Theater,"Henry is a nice professor, but does tend to turn class discussions into lectures. In the class I had with him this year, I quickly realized that he expects students to share the same opinion/come to the same conclusions as him, especially in class discussions.",2,,4,Lecture heavy
7281,Henry,Schvey,2.5,4.2,Theater,"I've taken two classes with Henry during my time at WashU, and he quickly became one of my favorite educators I've ever had. If you show up, are willing to put in the work, and show an interest, he is one of the most genuinely caring, accessible, and helpful professors on campus. I would strongly recommend taking a course led by Henry.",3,A,5,Participation matters--ACCESSIBLE OUTSIDE CLASS--Caring
7282,Henry,Schvey,2.5,4.2,Theater,"Henry has a tendency to turn discussions into mini lectures, and by that I mean he interjects and makes a long point instead of simply guiding the conversation. That being said, he obviously cares about every one of his students, and will take the time to look over 1st drafts of papers. If you show up for him, he will for you!",2,A,4,Participation matters--ACCESSIBLE OUTSIDE CLASS--Caring
7283,Henry,Schvey,2.5,4.2,Theater,"Henry is an inspiration. He's one of the sweetest, most caring professors I've ever had. While it can sometimes be difficult to reign in larger classes, Henry manages a discussion-based environment well and really encourages everyone to contribute. I never found him to be a tough grader, but if you're struggling, he will go out of his way to help.",1,A+,5,
7284,Henry,Schvey,2.5,4.2,Theater,"I was excited for this class, but Schvey left me disappointed. He's interested in what he teaches, but his lectures tend to drag on and are usually boring. I found myself nodding off most classes. No one ever really wanted to participate when he asked question, because no one really cared.",3,B,3,
7285,Henry,Schvey,2.5,4.2,Theater,"He's a knowledgable man, but his style of teaching can be incredibly boring. He wanted class participation, but was bad at motivating his students. I left feeling the class was a waste of time. Pretty easy class though, but he's tough on essays.",2,B,3,
7286,Henry,Schvey,2.5,4.2,Theater,"Henry is an AWESOMe professor. Very helpful, very easy. Many people got away with not reading many of the plays. You get what you put in. He grades essays hard, but your participation and his EASY exams make up for it if you don't do very well. Take this class if you have any interest in theater. Very discussion based but also a fun place to learn!",2,,5,
7287,Henry,Schvey,2.5,4.2,Theater,Schvey is the man.  His freshman seminar class was great and very interesting.  He genuinely cares about his students.  I would highly recommend any class with him.,1,,5,
7288,Henry,Schvey,2.5,4.2,Theater,i took schvey's freshman seminar and he was great at leading discussions and is extremely knowledgeable and a great mentor. he connects with his students very well and is passionate about teaching and learning from his students as well.,1,,5,
7289,Henry,Schvey,2.5,4.2,Theater,"Seems like a nice guy, but things are not always what they seem. . .",4,,2,
7290,Henry,Schvey,2.5,4.2,Theater,One of the nicest men I have ever met.  So helpful and knowledgeable and kind and everything good.  Can't wait to work with him in the years to come.,3,,5,
7291,Henry,Schvey,2.5,4.2,Theater,Henry was so supportive and knowledgable about the subject matter.  He took specific notice of each student's talent and supported all our ventures in and out of the classroom.  I actually enjoyed reading and writing papers for this class!,3,,5,
7292,Henry,Schvey,2.5,4.2,Theater,"Henry's a great guy. Very smart and helpful, and almost everyone I know loves the guy.",4,,5,
7293,Henry,Schvey,2.5,4.2,Theater,"At first, I thought Dr. Schvey could have given us a little more direction or structure, but in the end I was able to make my own conclusions. Dr. Schvey is great!  He is very helpful, compassionate, and knowledgable!",1,,3,
7294,Henry,Schvey,2.5,4.2,Theater,"Henry obviously knows his stuff, but is interested in the students discovering things on their own. The class was easy and you can even get by fine without reading all the plays, although I would at least be familiar with them. He cares more about his students than any other professor I've had",2,,4,
7295,Henry,Schvey,2.5,4.2,Theater,"This man is fabulous in every sense - He is kind, caring, a fabulous teacher! I cannot say enough good things about this man except if you haven't had him, you're definitely missing something.",3,,5,
7296,Henry,Schvey,2.5,4.2,Theater,"He's a great guy.  So caring and helpful.  Though the class dragged a little at times, I learned a lot and loved getting the chance to know Dr. Schvey.",4,,4,
7297,Henry,Schvey,2.5,4.2,Theater,"he was very nice but the discussions were not all interesting.  he is not such a bad grader.  however, the final is a little hard because it includes everything!",2,,5,
7298,Henry,Schvey,2.5,4.2,Theater,"Dr. Schvey is such a great man, and brings intelligence to all class discussions!",4,,5,
7299,Henry,Schvey,2.5,4.2,Theater,It was an okay class. The discussions were not that in depth and very informal however he expected the papers to be very detailed and formal. He was a very hard grader but a nice man.,5,,2,
7300,Henry,Schvey,2.5,4.2,Theater,No Comments,1,,1,
7301,Alexander,Seidel,4,3.5,Physics,"Awful teacher. Forgets his class notes, doesn't explain any of his mathematical steps, and skips all of the basics. He only goes through easy T/F questions in class that are completely irrelevant to the tests. I may as well be learning biology in class and I would still do the exact same on an exam. If you haven't taken physics before, good luck.",5,B-,1,Tough Grader--LOTS OF HOMEWORK--TEST HEAVY
7302,Alexander,Seidel,4,3.5,Physics,Professor Seidel is great,2,A,5,
7303,Alexander,Seidel,4,3.5,Physics,"His course is just beyond hard. It is impossible to get a solid A for any of your homework. In addition, the cutoff score for A is ""95"" Be careful",5,,3,
7304,Alexander,Seidel,4,3.5,Physics,"Professor Seidel is one of the best in the department. While the class is challenging, every result is arrived at carefully and mathematically, and the material is presented clearly. The course is well motivated, and it's central ideas are evident. Also, fascinating subject material.",4,,5,
7305,Alexander,Seidel,4,3.5,Physics,"Competent and organized, his lectures are very clear, structured, and thorough. His high intelligence is evident, as he never misspeaks or pauses; he is like a robot. He does seem to be interested in the subject and his students, but he is very serious and slightly cold and intimidating. Nevertheless, he answers questions willingly when approached.",4,,5,
7306,John,Shareshian,3.3,5,Mathematics,"Shareshian is awesome. I had him for 131E and he was so willing to help all of us. He was always making himself available outside of class, emailing additional office hours time. He also is so passionate about teaching math, and you can really feel him light up when he is helping troubleshoot. Overall, great!!! ",1,A+,5,Caring--Graded by few things--Accessible outside class
7307,John,Shareshian,3.3,5,Mathematics,"If you have any doubts about your calc or pre-calc ability, take 131e with Shareshian. GOATed professor. Explains concepts very well, always willing to help students, genuinely cares that you do well in the class and goes out of his way to make sure things are clear with any questions you might have. Also a super nice guy.",2,Not sure yet,5,Caring--Accessible outside class
7308,John,Shareshian,3.3,5,Mathematics,He is awesome.,5,,5,
7309,John,Shareshian,3.3,5,Mathematics,"Prof. Shareshian made me personally feel like I could do math and do it well. For someone who is looking for an easy NSM credit, take Math 131E. Shareshian is easy to understand and very available to help you succeed.",2,B+,5,Caring--Respected--Accessible outside class
7310,John,Shareshian,3.3,5,Mathematics,One of the kindest teachers I've ever had. He really cares about his students and will do all he can to help you succeed! Definitely take a class with him if you get a chance,2,A,5,Caring
7311,John,Shareshian,3.3,5,Mathematics,"He teaches Linear Algebra again after 15 years. He teaches hard material in the lectures and sometimes confusing because there is not a lot of notes to support his analysis, but his tests are very easy. However, I did not set up a mindset in Linear Algebra unfortunately from his class.",1,A,4,Gives good feedback--Inspirational--Caring
7312,John,Shareshian,3.3,5,Mathematics,Dr. Shareshian's class makes me believe I can do math and think math is something fun!,3,A,5,Respected--Hilarious--Amazing lectures
7313,John,Shareshian,3.3,5,Mathematics,"He's such a nice prof. He cares about students and tries to help out students if they struggle to understand a concept. His explanation is very clear. If you have a hard time understanding some parts, go to his office hours. He is there to help you. Also, overall class structure &amp; grading system was super fair. 1000% recommend.",2,A,5,Respected--Accessible outside class--Caring
7314,John,Shareshian,3.3,5,Mathematics,"Professor Shareshian was an engaging and clear lecturer. Calc 3 can be tough, but he made it understandable and interesting. Would highly recommend going to his office hours- he's very friendly and helpful.",3,A,5,Accessible outside class--Hilarious--Amazing lectures
7315,John,Shareshian,3.3,5,Mathematics,"He's awesome! I have him for Math 310W and while it's a harder class, his lectures are really thorough and he makes it easy to understand. He's super accessible outside of class and will help walk you through homework sets you're having difficulty with. Super friendly and easy to talk to.",3,,5,Gives good feedback--Accessible outside class--Caring
7316,John,Shareshian,3.3,5,Mathematics,"Gives funny and easy to follow lectures, and has reasonable expectations in the exams. Easily the best math professor at WashU.",3,A,5,Hilarious--Amazing lectures--Lecture heavy
7317,John,Shareshian,3.3,5,Mathematics,"Professor Shareshian is amazing. His lectures are interesting, and tests are easy. He answers emails quickly. No complaints.",1,,5,Accessible outside class--Graded by few things--Amazing lectures
7318,John,Shareshian,3.3,5,Mathematics,"If you are going to take calc 3, take it with Shareshian. he's brilliant, a genuinely cool guy, a little quirky, and great math lecturer. also he looks like an intelligent mark ruffalo",2,A,5,Inspirational--Hilarious--Amazing lectures
7319,John,Shareshian,3.3,5,Mathematics,Great professor. Take his class if your lucky enough to have the chance.,2,A,5,Hilarious--Amazing lectures
7320,John,Shareshian,3.3,5,Mathematics,"Dr Shareshian is an amazing, kind, and intelligent man. Although his tests tended to be easy, he taught thoroughly and whole-heartedly.",4,A,5,Inspirational--Amazing lectures--Caring
7321,John,Shareshian,3.3,5,Mathematics,"Yeah, lectures were probably taught at a level a bit more sophisticated than the test required, but he was amazing! He is a great lecturer with a great sense of humor and always made expectations for exams clear. I highly recommend!",2,A+,5,Respected--Clear grading criteria--Hilarious
7322,John,Shareshian,3.3,5,Mathematics,"John Shareshian is a great human being, good teacher, also a PING PONG GOD. IMO lectures were at a much higher level than the actual tests, don't know if this is standard at WashU or just him. Lectures are effectively optional, however it is a pleasure to watch him teach. As someone else said, 100% could be Einstein reincarnate, absolute genius.",3,A,5,Respected--Clear grading criteria--Hilarious
7323,John,Shareshian,3.3,5,Mathematics,"Shareshian is an extremely caring, nice, and smart man. He gives off the typical sweet, dorky, middle aged man vibes. I personally didn't go to many lectures since you could just study off the textbook and get an A+, but the lectures I went to he was always sweet and answered my questions. The tips he gives about the tests are also accurate too.",3,A+,5,Gives good feedback--Inspirational--Caring
7324,John,Shareshian,3.3,5,Mathematics,"Professor Shareshian did a great job explaining the fundamentals of calculus using simple languages. His lectures were inspiring and well prepared. He always did a few examples after introducing new concepts, which really helped learning. He gave clear explanations of what was going to be on the exams. He was also a nice man with humor.",3,A+,5,Respected--Inspirational--Clear grading criteria
7325,John,Shareshian,3.3,5,Mathematics,Professor Shareshian's math 310 class might be my favorite class I've taken at WashU. This was my introduction to mathematical proofs and I actively looked forward to his class at the end of the day. He is very straightforward about what you can expect on the exams.,3,A+,5,Gives good feedback--Hilarious--Amazing lectures
7326,John,Shareshian,3.3,5,Mathematics,Shareshian is an Awesome guy. I've never met a more honest and respectful man.,2,A,5,Inspirational--Amazing lectures--Caring
7327,John,Shareshian,3.3,5,Mathematics,Prof Shareshian is a great person who gives interesting lectures. He is just really funny in class.,3,,5,Respected--ACCESSIBLE OUTSIDE CLASS--Amazing lectures
